Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Mass code,Prey mass (mg),Prey mass source code,Prey mass regression code,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1
51,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,Adult male,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2.0,Mean,N,12,28.0,,1,1.60E+01,,4.01E+02,Alternate family length,1,1.37E-01,Alternate species length,2,m^2 per pred per day,51,200,0.32,-26.10,1.04E-03,4.43E-04,2.35E-03,3.30E-01,6.67E-02,5.03E-01,
52,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,Adult female,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2.0,Mean,N,12,28.0,,1,1.60E+01,,4.01E+02,Alternate family length,2,1.37E-01,Alternate species length,2,m^2 per pred per day,52,200,0.17,-74.27,1.91E-03,1.10E-03,3.61E-03,7.59E-01,6.34E-01,9.13E-01,
53,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Amphiareus constrictus,Adult (<5d old),3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2.0,Mean,N,12,25.0,,1,4.91E+00,,6.25E-01,Alternate genus length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,53,200,0.84,23.28,4.64E-04,2.92E-04,6.70E-04,3.26E-02,1.25E-02,4.93E-02,
54,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Blaptostethus pallescens,Adult (<5d old),3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2.0,Mean,N,12,25.0,,1,4.91E+00,,3.86E-01,Alternate species length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,54,200,0.92,24.44,4.94E-04,3.52E-04,6.29E-04,1.79E-02,5.92E-03,2.64E-02,
55,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius tristicolor,Adult (<5d old),3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2.0,Mean,N,12,25.0,,1,4.91E+00,,8.17E-01,Alternate species length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,55,200,0.78,21.91,5.37E-04,3.54E-04,7.83E-04,4.44E-02,2.35E-02,6.66E-02,
56,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,1st instar,2.0,Raw data,N,,25.0,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,8.53E-01,% adult mass,1,m^2.5 per pred per day,56,200,0.88,139.84,4.28E-03,3.79E-03,4.83E-03,1.19E-02,7.78E-03,1.53E-02,
57,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,2nd instar,2.0,Raw data,N,,25.0,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,1.69E+00,% adult mass,2,m^2.5 per pred per day,57,200,0.89,151.80,3.88E-03,3.36E-03,4.44E-03,9.27E-03,4.78E-03,1.36E-02,
58,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,3rd instar,2.0,Raw data,N,,25.0,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,1.69E+00,% adult mass,2,m^2.5 per pred per day,58,200,0.92,107.20,4.11E-03,3.58E-03,4.60E-03,1.17E-02,6.65E-03,1.51E-02,
59,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2.0,Mean,N,,17.0,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,59,200,0.63,227.66,5.33E-03,4.26E-03,6.90E-03,6.83E-02,5.28E-02,8.50E-02,
60,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2.0,Mean,N,,25.0,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,60,200,0.77,242.74,5.32E-03,4.43E-03,6.18E-03,4.03E-02,2.93E-02,4.93E-02,
61,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2.0,Mean,N,,30.0,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,61,200,0.68,255.22,5.96E-03,4.91E-03,7.04E-03,5.37E-02,4.28E-02,6.62E-02,
62,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3.0,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta stigmatias,Adult,2.0,Mean,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,62,200,0.51,6.71,8.35E-03,5.27E-03,1.34E-02,1.13E-01,5.47E-02,1.73E-01,2D arena size is SA of arena
63,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3.0,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta eluta,Adult,2.0,Mean,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,63,200,0.56,5.82,8.20E-03,5.00E-03,1.30E-02,1.03E-01,4.02E-02,1.53E-01,2D arena size is SA of arena
64,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3.0,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta annonae,Adult,2.0,Mean,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,64,200,0.55,7.04,7.79E-03,4.77E-03,1.31E-02,1.00E-01,3.59E-02,1.58E-01,2D arena size is SA of arena
65,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3.0,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta stigmatias,Adult,2.0,Mean,N,24,,,2,1.04E+02,1.45E+03,2.12E+02,Alternate species length,1,2.98E+00,Alternate species length,3,m^2.5 per pred per day,65,200,0.59,8.21,7.98E-03,4.95E-03,1.27E-02,8.51E-02,2.91E-02,1.47E-01,2D arena size is SA of arena
66,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3.0,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta eluta,Adult,2.0,Mean,N,24,,,2,1.04E+02,1.45E+03,2.12E+02,Alternate species length,1,2.98E+00,Alternate species length,3,m^2.5 per pred per day,66,200,0.57,8.46,8.45E-03,5.41E-03,1.27E-02,9.62E-02,3.46E-02,1.47E-01,2D arena size is SA of arena
67,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3.0,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta annonae,Adult,2.0,Mean,N,24,,,2,1.04E+02,1.45E+03,2.12E+02,Alternate species length,1,2.98E+00,Alternate species length,3,m^2.5 per pred per day,67,200,0.57,8.00,8.22E-03,5.20E-03,1.37E-02,9.56E-02,3.19E-02,1.44E-01,2D arena size is SA of arena
68,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus tamaninii ,Adult female (13-16d old),3.0,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2.0,Mean,N,24,25.0,,1,3.85E+01,,5.28E+00,Alternate family length,1,1.15E-02,Original length,2,m^2 per pred per day,68,200,0.55,413.44,1.21E-02,7.98E-03,1.78E-02,1.42E-02,8.52E-03,2.07E-02,Prey length includes antennae
69,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Macrolophus caliginosus,Adult female (13-16d old),3.0,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2.0,Mean,N,24,25.0,,1,3.85E+01,,2.24E+00,Alternate species length,1,1.15E-02,Original length,2,m^2 per pred per day,69,200,0.26,352.48,9.97E-03,4.80E-03,1.61E-02,4.70E-02,3.27E-02,6.42E-02,Prey length includes antennae
70,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius majusculus,Adult female (13-16d old),3.0,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2.0,Mean,N,24,25.0,,1,3.85E+01,,6.61E-01,Alternate species length,1,1.15E-02,Original length,2,m^2 per pred per day,70,200,0.57,334.45,2.56E-02,2.09E-02,3.05E-02,2.81E-02,2.41E-02,3.24E-02,Prey length includes antennae
71,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius laevigatus,Adult female (13-16d old),3.0,Metazoan,Invertebrate,Insect,Homoptera,Greenhouse whitefly,Trialeurodes vaporariorum,Pupa,2.0,Mean,N,24,25.0,,1,3.85E+01,,2.01E-01,Alternate species length,1,1.15E-02,Original length,2,m^2 per pred per day,71,200,0.28,298.90,2.03E-02,1.25E-02,3.07E-02,5.99E-02,4.87E-02,7.45E-02,Prey length includes antennae
72,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus tamaninii ,Adult female (13-16d old),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2.0,Mean,N,24,25.0,,1,3.85E+01,,5.28E+00,Alternate family length,1,4.17E-02,Original length,2,m^2 per pred per day,72,200,0.62,414.18,8.27E-03,5.74E-03,1.14E-02,7.91E-03,7.36E-04,1.42E-02,
73,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Macrolophus caliginosus,Adult female (13-16d old),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2.0,Mean,N,24,25.0,,1,3.85E+01,,2.24E+00,Alternate species length,1,4.17E-02,Original length,2,m^2 per pred per day,73,200,0.45,423.02,7.92E-03,5.36E-03,1.08E-02,1.33E-02,5.02E-03,2.50E-02,
74,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius majusculus,Adult female (13-16d old),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2.0,Mean,N,24,25.0,,1,3.85E+01,,6.61E-01,Alternate species length,1,4.17E-02,Original length,2,m^2 per pred per day,74,200,0.83,262.43,1.85E-02,1.58E-02,2.17E-02,1.06E-02,8.12E-03,1.36E-02,
75,Montserrat et al 2000 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius laevigatus,Adult female (13-16d old),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2.0,Mean,N,24,25.0,,1,3.85E+01,,2.01E-01,Alternate species length,1,4.17E-02,Original length,2,m^2 per pred per day,75,200,0.84,252.88,1.56E-02,1.17E-02,1.95E-02,9.10E-03,4.75E-03,1.39E-02,
76,Heimpel and Gough-Goldstein 1994 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Perillus bioculatus,5th instar,3.0,Metazoan,Invertebrate,Insect,Coleoptera,Colorado potato beetle,Leptinotarsa decemlineata,Larva (neonate),2.0,Mean,N,,27.5,,1,1.02E+02,3.06E+03,,,,7.33E+01,Alternate species length,1,m^2.5 per pred per day,76,200,0.53,343.92,5.81E-02,3.63E-02,1.08E-01,1.28E-02,8.69E-03,1.67E-02,
77,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female protonymph,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,77,200,0.52,-238.08,6.36E-05,4.33E-05,9.04E-05,1.09E+00,6.05E-01,1.67E+00,Used cucumber leaf discs
78,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male protonymph,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,78,200,0.47,-286.48,3.10E-05,2.09E-05,4.23E-05,1.90E+00,9.65E-01,2.87E+00,Used cucumber leaf discs
79,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female deutonymph,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,79,200,0.33,39.76,8.44E-04,4.77E-04,1.50E-03,2.53E-01,1.69E-01,3.70E-01,Used cucumber leaf discs
80,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male deutonymph,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,80,200,0.28,-98.20,1.99E-04,1.48E-04,3.06E-04,7.30E-01,5.43E-01,9.67E-01,Used cucumber leaf discs
81,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult male,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,2.82E-02,Original length,1,4.17E-02,Alternate species length,2,m^2 per pred per day,81,200,0.53,-194.98,3.30E-05,2.53E-05,5.18E-05,1.70E-01,7.17E-08,1.06E+00,Used cucumber leaf discs
82,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (mated),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,2.82E-02,Original length,2,4.17E-02,Alternate species length,2,m^2 per pred per day,82,200,0.35,130.37,1.30E-03,6.90E-04,2.53E-03,1.26E-01,7.27E-02,1.89E-01,Used cucumber leaf discs
83,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (unmated),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,2.82E-02,Original length,2,4.17E-02,Alternate species length,2,m^2 per pred per day,83,200,0.34,107.08,1.21E-03,6.79E-04,2.09E-03,1.60E-01,1.01E-01,2.40E-01,Used cucumber leaf discs
84,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female protonymph,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,84,200,0.67,-122.55,9.80E-05,6.68E-05,1.25E-04,2.57E-01,5.19E-02,4.64E-01,Used sweet pepper leaf discs
85,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male protonymph,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,85,200,0.52,-237.61,6.33E-05,3.86E-05,1.00E-04,1.10E+00,4.15E-01,1.81E+00,Used sweet pepper leaf discs
86,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Female deutonymph,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,86,200,0.39,-1.32,1.16E-03,8.23E-04,1.61E-03,3.20E-01,2.73E-01,3.78E-01,Used sweet pepper leaf discs
87,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Male deutonymph,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,,,,4.17E-02,Alternate species length,2,m^2 per pred per day,87,200,0.33,-152.76,3.01E-04,1.94E-04,4.25E-04,1.16E+00,9.23E-01,1.41E+00,Used sweet pepper leaf discs
88,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult male,3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,2.82E-02,Original length,1,4.17E-02,Alternate species length,2,m^2 per pred per day,88,200,0.60,-110.60,5.10E-05,3.82E-05,6.19E-05,2.26E-08,5.11E-09,2.51E-07,Used sweet pepper leaf discs
89,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (mated),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,2.82E-02,Original length,2,4.17E-02,Alternate species length,2,m^2 per pred per day,89,200,0.47,184.86,1.12E-03,7.44E-04,1.70E-03,6.05E-02,2.52E-02,1.05E-01,Used sweet pepper leaf discs
90,Shipp and Whitfield 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius cucumeris,Adult female (unmated),3.0,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,1st instar,2.0,Mean,N,,26.0,,1,1.26E+01,,2.82E-02,Original length,2,4.17E-02,Alternate species length,2,m^2 per pred per day,90,200,0.44,149.49,1.10E-03,7.11E-04,1.70E-03,8.84E-02,4.42E-02,1.37E-01,Used sweet pepper leaf discs
91,Wiedenmann and O'neil 1991 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Podisus maculiventris,Adult female (7-30d old),3.0,Metazoan,Invertebrate,Insect,Coleoptera,Mexican bean beetle,Epilachna varivestis,3rd instar,2.0,Mean,N,24,23.0,,1,6.36E+01,,7.58E+01,Alternate species length,1,1.12E+01,Original mass,1,m^2 per pred per day,91,200,0.70,88.37,7.40E-03,5.45E-03,9.87E-03,5.33E-02,1.64E-02,8.27E-02,
92,Flinn 1991 ENVIRON ENTOMOL,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cephalonomia waterstoni,"Adult female (5d old, experienced)",3.0,Metazoan,Invertebrate,Insect,Coleoptera,Rusty grain beetle,Cryptolestes ferrugineus,4th instar,2.0,Mean,N,,20.0,,1,3.85E+01,5.20E+02,2.24E-01,Alternate species length,1,,,,m^2.5 per pred per day,92,200,0.86,107.47,6.22E-03,5.28E-03,7.46E-03,2.58E-10,8.44E-11,2.98E-03,
93,Flinn 1991 ENVIRON ENTOMOL,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cephalonomia waterstoni,"Adult female (5d old, experienced)",3.0,Metazoan,Invertebrate,Insect,Coleoptera,Rusty grain beetle,Cryptolestes ferrugineus,4th instar,2.0,Mean,N,,25.0,,1,3.85E+01,5.20E+02,2.24E-01,Alternate species length,1,,,,m^2.5 per pred per day,93,200,0.67,134.10,7.03E-03,4.82E-03,1.30E-02,9.08E-09,8.98E-11,1.29E-02,
94,Flinn 1991 ENVIRON ENTOMOL,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cephalonomia waterstoni,"Adult female (5d old, experienced)",3.0,Metazoan,Invertebrate,Insect,Coleoptera,Rusty grain beetle,Cryptolestes ferrugineus,4th instar,2.0,Mean,N,,30.0,,1,3.85E+01,5.20E+02,2.24E-01,Alternate species length,1,,,,m^2.5 per pred per day,94,200,0.71,128.61,6.71E-03,4.92E-03,1.03E-02,2.98E-09,6.79E-11,1.11E-02,
95,Flinn 1991 ENVIRON ENTOMOL,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cephalonomia waterstoni,"Adult female (5d old, experienced)",3.0,Metazoan,Invertebrate,Insect,Coleoptera,Rusty grain beetle,Cryptolestes ferrugineus,4th instar,2.0,Mean,N,,35.0,,1,3.85E+01,5.20E+02,2.24E-01,Alternate species length,1,,,,m^2.5 per pred per day,95,200,0.70,130.52,6.93E-03,5.01E-03,1.11E-02,6.67E-09,7.52E-11,1.10E-02,
96,Flinn 1991 ENVIRON ENTOMOL,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cephalonomia waterstoni,"Adult female (5d old, experienced)",3.0,Metazoan,Invertebrate,Insect,Coleoptera,Rusty grain beetle,Cryptolestes ferrugineus,4th instar,2.0,Mean,N,,38.0,,1,3.85E+01,5.20E+02,2.24E-01,Alternate species length,1,,,,m^2.5 per pred per day,96,200,0.91,95.18,6.24E-03,5.46E-03,7.04E-03,2.34E-10,9.93E-11,1.83E-03,
97,Dor et al 2014 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Vertebrate,Reptile,,Norops serranoi,Adult male (wild caught),3.0,Metazoan,Invertebrate,Insect,Diptera,Mexican fruit fly,Anastrepha ludens,Adult (3-18d old),2.0,Raw data,N,,26.0,,1,9.00E+02,2.70E+04,1.68E+04,Alternate species mass,1,1.79E+01,Alternate species length,1,m^2.5 per pred per day,97,200,0.28,451.56,2.72E-01,1.51E-01,5.55E-01,6.39E-03,6.42E-09,1.28E-02,
98,Dor et al 2014 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Vertebrate,Reptile,,Norops serranoi,Adult female (wild caught),3.0,Metazoan,Invertebrate,Insect,Diptera,Mexican fruit fly,Anastrepha ludens,Adult (3-18d old),2.0,Raw data,N,,26.0,,1,9.00E+02,2.70E+04,1.68E+04,Alternate species mass,2,1.79E+01,Alternate species length,1,m^2.5 per pred per day,98,200,0.40,373.38,5.05E-01,2.70E-01,4.14E+00,4.17E-03,9.21E-04,7.88E-03,
99,Chow et al 1983 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Geocoris bullatus,Adult female (wild caught),3.0,Metazoan,Invertebrate,Insect,Hemiptera,Western tarnished plant bug and Pale legume bug,Lygus hesperus and Lygus elisus,"1st, 2nd, 3rd instar",2.0,Mean,Y,24,15.0,,1,5.30E+02,,1.31E+00,Alternate species length,1,2.05E-01,Average species mass,1,m^2 per pred per day,99,200,0.16,337.22,2.15E-01,1.13E-01,3.53E-01,5.20E-02,3.52E-02,7.54E-02,
100,Chow et al 1983 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Geocoris bullatus,Adult female (wild caught),3.0,Metazoan,Invertebrate,Insect,Hemiptera,Western tarnished plant bug and Pale legume bug,Lygus hesperus and Lygus elisus,"1st, 2nd, 3rd instar",2.0,Mean,Y,24,25.0,,1,5.30E+02,,1.31E+00,Alternate species length,1,2.05E-01,Average species mass,1,m^2 per pred per day,100,200,0.30,397.67,2.50E-01,1.03E-01,5.21E-01,1.88E-02,1.47E-03,2.97E-02,
